5.920168456657582956e-01,7.121184015177437487e-01,8.134985326301374942e-01
8.130012842134065609e-01,8.953157935961023606e-01,9.548634772440116603e-01
9.547583555388861054e-01,9.911454475784706730e-01,1.002943182017350887e+00
1.003241261816576690e+00,9.900447900211010177e-01,9.528422714265837312e-01
9.535151407989721495e-01,8.919302921346798918e-01,8.092761432189379267e-01
8.102586097976589574e-01,7.062243696783242486e-01,5.861278952335395864e-01
5.873242997008908395e-01,4.509508777915605116e-01,3.051060636600402276e-01
3.063996049630107188e-01,1.509859765499213247e-01,-6.367104552990721089e-03
-5.103026037056404909e-03,-1.643658410563478278e-01,-3.178312771028230510e-01
-3.167204415164835973e-01,-4.642345532707837785e-01,-5.987673096878025625e-01
-5.979191745492821175e-01,-7.192066488094811527e-01,-8.215858187663344081e-01
-8.210839423667599668e-01,-9.042069718132483835e-01,-9.643396673188810997e-01
-9.642315190666302938e-01,-1.000979259677211353e+00,-1.012888350620957389e+00
-1.013194809261106721e+00,-9.998469122454625158e-01,-9.622578746728848165e-01
-9.629327009577873797e-01,-9.007352989833944390e-01,-8.172801185627466269e-01
-8.182637751135815041e-01,-7.132405423462474525e-01,-5.919516291764295168e-01
-5.931786525183261327e-01,-4.553767599082974571e-01,-3.080010453801989567e-01
-3.093199299414611803e-01,-1.522809239640119106e-01,6.613823974106213671e-03
5.337648641766758184e-03,1.660456523199431711e-01,3.207669484920145364e-01
3.196517867341637786e-01,4.682245844629622233e-01,6.035755154627368002e-01
