5.838798140042337215e-01,4.483130687411240878e-01,3.033302345697273528e-01
3.046161349793288786e-01,1.501203660037039589e-01,-6.304044210668748038e-03
-5.047387660385766438e-03,-1.633709559170463954e-01,-3.159319503516856975e-01
-3.148277428544448142e-01,-4.614729702393275956e-01,-5.952139013866376560e-01
-5.943705605513339707e-01,-7.149452050352559374e-01,-8.167240644028344043e-01
-8.162251781648068860e-01,-8.988621469942811304e-01,-9.586423982236437213e-01
-9.585358530154222123e-01,-9.950659304686395590e-01,-1.006909511055165130e+00
-1.007210686721499826e+00,-9.939574057103330862e-01,-9.565987564828789536e-01
-9.572748570804259227e-01,-8.954348986162911084e-01,-8.124621570030773343e-01
-8.134366373236608938e-01,-7.090339755614293304e-01,-5.884721174809673938e-01
-5.896924472527237393e-01,-4.527193479216034544e-01,-3.062219911912703596e-01
-3.075329043407425411e-01,-1.514245847480686358e-01,6.526397949551520500e-03
5.258203945267232032e-03,1.650101706981232375e-01,3.188162765936992660e-01
3.177070002275337868e-01,4.654072197209830897e-01,5.999649308858064911e-01
5.991259559404201740e-01,7.202696247346678238e-01,8.223804790487895255e-01
8.218896543096353424e-01,9.046182358270249413e-01,9.642915107579820289e-01
9.641977620031688678e-01,1.000416915315650357e+00,1.011812136735683376e+00
1.012124652225189658e+00,9.982880400210697447e-01,9.602893852475706815e-01
9.609775320470106408e-01,8.984397101889924908e-01,8.147668276423237765e-01
8.157632569566906078e-01,7.106458528657260132e-01,5.894892169611365418e-01
