-9.528744636735130280e-01,-9.891910832204153792e-01,-1.000966881685575460e+00
-1.001263727071263210e+00,-9.880957886324323036e-01,-9.509680695987942078e-01
-9.516434306519707675e-01,-8.901734706238374484e-01,-8.076807348750305593e-01
-8.086482378174351116e-01,-7.048463955623385235e-01,-5.850058545473926230e-01
-5.862181316266107389e-01,-4.500825729553801224e-01,-3.044594216256229502e-01
-3.057630174924853006e-01,-1.505697252452511403e-01,6.444257795144965606e-03
5.184139568637584003e-03,1.639799038724053248e-01,3.168754853029271401e-01
3.157720839417443859e-01,4.626076805129962777e-01,5.963771538143201045e-01
5.955432799321718207e-01,7.159767530003422475e-01,8.174920045326786733e-01
8.170038594981827718e-01,8.992535457808937815e-01,9.585842279422837064e-01
9.584910010383468348e-01,9.945061242217002606e-01,1.005843887381469237e+00
1.006154469047597422e+00,9.924094163198265983e-01,9.546444827596305416e-01
9.553285032681306799e-01,8.931687692025679359e-01,8.099978315338687285e-01
8.109883302814432371e-01,7.064985390110287700e-01,5.860629483166484022e-01
5.872629688129877845e-01,4.506713094469415037e-01,3.047601404282815896e-01
3.060522162647445477e-01,1.507292320932440699e-01,-6.374713396841237556e-03
-5.117059602139524196e-03,-1.639672726891840682e-01,-3.168855658593722757e-01
-3.157854420226718362e-01,-4.626135183937001849e-01,-5.963774512640165337e-01
-5.955425451714566609e-01,-7.159759296999244071e-01,-8.174917565329063995e-01
-8.170037946099604209e-01,-8.992536285094877568e-01,-9.585842728723654727e-01
