0.000000000000000000e+00,3.695149938914488175e-02,7.385252747487396074e-02
7.385252747487396074e-02,1.106526818915008342e-01,1.473016980546374977e-01
1.473016980546374977e-01,1.837495178165703402e-01,2.199463578396685937e-01
2.199463578396686214e-01,2.558427775944355775e-01,2.913897468893246190e-01
2.913897468893246190e-01,3.265387128400833450e-01,3.612416661871529766e-01
3.612416661871529211e-01,3.954512068705424710e-01,4.291206087726088803e-01
4.291206087726089358e-01,4.622038835403131096e-01,4.946558433997788051e-01
4.946558433997788051e-01,5.264321628773557249e-01,5.574894393428855288e-01
5.574894393428855288e-01,5.877852522924731371e-01,6.172782212897929277e-01
6.172782212897929277e-01,6.459280624867873577e-01,6.736956436465572073e-01
6.736956436465572073e-01,7.005430375932909515e-01,7.264335740162242150e-01
7.264335740162242150e-01,7.513318895568732447e-01,7.752039761111296778e-01
7.752039761111296778e-01,7.980172272802393829e-01,8.197404829072210131e-01
8.197404829072210131e-01,8.403440716378927089e-01,8.597998514483722321e-01
8.597998514483722321e-01,8.780812480836979184e-01,8.951632913550623405e-01
8.951632913550623405e-01,9.110226492460882231e-01,9.256376597815562102e-01
9.256376597815562102e-01,9.389883606150565276e-01,9.510565162951534202e-01
9.510565162951534202e-01,9.618256431728190448e-01,9.712810319161138128e-01
9.712810319161138128e-01,9.794097676013658882e-01,9.862007473534025737e-01
9.862007473534025737e-01,9.916446955107426353e-01,9.957341762950344677e-01
9.957341762950344677e-01,9.984636039674338326e-01,9.998292504580527096e-01
9.998292504580527096e-01,9.998292504580527096e-01,9.984636039674338326e-01
9.984636039674338326e-01,9.957341762950344677e-01,9.916446955107426353e-01
9.916446955107426353e-01,9.862007473534025737e-01,9.794097676013657772e-01
9.794097676013658882e-01,9.712810319161139239e-01,9.618256431728191558e-01
9.618256431728191558e-01,9.510565162951537532e-01,9.389883606150566386e-01
9.389883606150566386e-01,9.256376597815564322e-01,9.110226492460883341e-01
9.110226492460883341e-01,8.951632913550623405e-01,8.780812480836980294e-01
8.780812480836981404e-01,8.597998514483722321e-01,8.403440716378927089e-01
8.403440716378925979e-01,8.197404829072211241e-01,7.980172272802394939e-01
7.980172272802396050e-01,7.752039761111300109e-01,7.513318895568732447e-01
7.513318895568731337e-01,7.264335740162242150e-01,7.005430375932910625e-01
7.005430375932910625e-01,6.736956436465572073e-01,6.459280624867875797e-01
6.459280624867875797e-01,6.172782212897929277e-01,5.877852522924732481e-01
5.877852522924732481e-01,5.574894393428857509e-01,5.264321628773560580e-01
5.264321628773560580e-01,4.946558433997792492e-01,4.622038835403132206e-01
4.622038835403132206e-01,4.291206087726091023e-01,3.954512068705428041e-01
3.954512068705427486e-01,3.612416661871528656e-01,3.265387128400833450e-01
3.265387128400832895e-01,2.913897468893247855e-01,2.558427775944358551e-01
2.558427775944358551e-01,2.199463578396689822e-01,1.837495178165703680e-01
1.837495178165703402e-01,1.473016980546376087e-01,1.106526818915010840e-01
1.106526818915010979e-01,7.385252747487389136e-02,3.695149938914490950e-02
3.695149938914490256e-02,1.224646799147353207e-16,-3.695149938914465970e-02
-3.695149938914465970e-02,-7.385252747487362768e-02,-1.106526818915008620e-01
-1.106526818915008481e-01,-1.473016980546374144e-01,-1.837495178165701459e-01
-1.837495178165701737e-01,-2.199463578396687879e-01,-2.558427775944356330e-01
-2.558427775944356330e-01,-2.913897468893245635e-01,-3.265387128400831229e-01
-3.265387128400831229e-01,-3.612416661871526991e-01,-3.954512068705421379e-01
-3.954512068705421934e-01,-4.291206087726084917e-01,-4.622038835403131096e-01
-4.622038835403131096e-01,-4.946558433997785276e-01,-5.264321628773555029e-01
-5.264321628773555029e-01,-5.574894393428855288e-01,-5.877852522924730261e-01
-5.877852522924730261e-01,-6.172782212897928167e-01,-6.459280624867870246e-01
-6.459280624867870246e-01,-6.736956436465568743e-01,-7.005430375932909515e-01
-7.005430375932908404e-01,-7.264335740162239929e-01,-7.513318895568730227e-01
-7.513318895568731337e-01,-7.752039761111298999e-01,-7.980172272802394939e-01
-7.980172272802393829e-01,-8.197404829072210131e-01,-8.403440716378924868e-01
-8.403440716378924868e-01,-8.597998514483722321e-01,-8.780812480836976963e-01
-8.780812480836976963e-01,-8.951632913550624515e-01,-9.110226492460884451e-01
-9.110226492460884451e-01,-9.256376597815562102e-01,-9.389883606150564166e-01
-9.389883606150564166e-01,-9.510565162951534202e-01,-9.618256431728190448e-01
-9.618256431728190448e-01,-9.712810319161137018e-01,-9.794097676013657772e-01
-9.794097676013657772e-01,-9.862007473534025737e-01,-9.916446955107427463e-01
-9.916446955107426353e-01,-9.957341762950345787e-01,-9.984636039674338326e-01
-9.984636039674338326e-01,-9.998292504580527096e-01,-9.998292504580527096e-01
-9.998292504580527096e-01,-9.984636039674338326e-01,-9.957341762950345787e-01
-9.957341762950345787e-01,-9.916446955107427463e-01,-9.862007473534026847e-01
-9.862007473534026847e-01,-9.794097676013657772e-01,-9.712810319161137018e-01
-9.712810319161137018e-01,-9.618256431728190448e-01,-9.510565162951536422e-01
-9.510565162951536422e-01,-9.389883606150566386e-01,-9.256376597815564322e-01
-9.256376597815564322e-01,-9.110226492460885561e-01,-8.951632913550625625e-01
-8.951632913550625625e-01,-8.780812480836981404e-01,-8.597998514483723431e-01
-8.597998514483724541e-01,-8.403440716378925979e-01,-8.197404829072211241e-01
