-5.838630397927396798e-01,-4.483352935721586219e-01,-3.033183428876773946e-01
-3.046256226929890398e-01,-1.499907258562790391e-01,6.402626377188340261e-03
5.139693313455646721e-03,1.632902947723145204e-01,3.155846849551627864e-01
3.144871525293557180e-01,4.607546030283921068e-01,5.939978416588900245e-01
5.931623872366043049e-01,7.131288638638990651e-01,8.142502950314272070e-01
8.137601966154610622e-01,8.956953303870885952e-01,9.547998468243513726e-01
9.547027230445649382e-01,9.905850009255797728e-01,1.001886813906608609e+00
1.002192222876918892e+00,9.885093080274921507e-01,9.509021256761882590e-01
9.515801676542833265e-01,8.896714364791208363e-01,8.068365118678267889e-01
8.078208155792558909e-01,7.037463260461989112e-01,5.837921187160617364e-01
5.849863336513148049e-01,4.489336219297396235e-01,3.036020854659085555e-01
3.048893135464422754e-01,1.501761669943642297e-01,-6.306635229780389700e-03
-5.052396857123758918e-03,-1.632815775053015894e-01,-3.155980185282664663e-01
-3.144995434541956181e-01,-4.607561835491029711e-01,-5.939964688725126729e-01
-5.931612834908028820e-01,-7.131287640700185726e-01,-8.142504062267628129e-01
-8.137602643016554893e-01,-8.956953325034979763e-01,-9.547998406033638696e-01
-9.547027206415075185e-01,-9.905850011151932089e-01,-1.001886814100044321e+00
-1.002192222879980443e+00,-9.885093080061950754e-01,-9.509021256767121733e-01
-9.515801676591518765e-01,-8.896714364802166264e-01,-8.068365118674565295e-01
-8.078208155789629030e-01,-7.037463260461651604e-01,-5.837921187160808323e-01
